Home_L1,Home_L2,Public_DC,Public_L2,Work_L2
6.6359,0.3611376666666668,0.1134,0.2761733333333333,0.0277
4.819233333333334,0.0215,0.1134,0.04373,0.0277
3.469183333333333,0.04802016666666667,0.1134,0.04373,0.0277
2.712616666666668,0.0215,0.1134,0.04373,0.0277
2.2796833333333333,0.0215,0.1134,0.04373,0.0277
1.0943033333333332,0.0215,0.1134,0.04373,0.0
0.7916949999999999,0.23674499999999998,0.1134,0.05434,0.8440116666666666
0.1819893333333333,0.4686,0.1134,0.4030866666666667,2.010458333333333
0.04616966666666666,0.3119666666666667,0.37718,0.8879866666666666,3.4587000000000003
0.10928333333333334,0.026077999999999997,1.0681533333333333,0.9855416666666668,0.9226999999999996
0.6959266666666667,0.004520000000000001,8.196266666666665,2.3006333333333338,1.56225
0.9379649999999999,0.004520000000000001,4.042535,3.0795,1.2971633333333332
1.2653833333333335,0.06991466666666668,4.6857799999999985,4.0132666666666665,0.12330833333333335
1.9600833333333327,0.03386366666666667,2.4261816666666665,4.613416666666666,0.019209999999999998
5.378183333333332,0.10037766666666667,4.432,4.840133333333333,0.019209999999999998
6.056850000000002,0.4115466666666666,0.435425,3.5874833333333336,0.198249
6.4727000000000015,0.412,0.5568766666666667,1.6132166666666667,0.10017333333333334
7.59695,0.4752983333333334,0.82206,2.246,0.0277
7.778633333333333,1.9339400000000002,10.058245,4.03285,0.0277
7.688433333333334,2.355866666666667,2.55947,4.608583333333334,0.0277
8.904716666666666,1.9133166666666663,0.562485,2.4965166666666665,0.0277
8.585199999999999,2.5010883333333336,4.035303333333333,0.94481,0.0277
8.432766666666668,2.9386,2.25601,0.9935316666666668,0.29982966666666666
6.367516666666668,2.229066666666666,0.0,0.6881666666666667,0.06391666666666666
7.645133333333334,2.244766666666667,0.23458516666666665,0.2569166666666666,0.021253
5.799416666666667,1.2653450000000002,0.061970000000000004,0.10738699999999998,0.01291
4.1635333333333335,0.4499983333333333,0.061970000000000004,0.03153,0.01291
2.9352666666666667,0.18328833333333336,0.061970000000000004,0.016395333333333338,0.01291
2.00315,0.042582666666666665,0.061970000000000004,0.01625,0.14367283333333333
1.4612833333333335,0.014730000000000004,0.4519866666666666,0.08293433333333332,0.2623666666666667
1.0584066666666665,0.2602256666666667,0.15442483333333334,0.2870916666666667,0.8042849999999999
