Buy Price (Avg Price ($/kWh) from energyonline.com - year 2020 - CAISO),Sell Price (0.8 * Avg Price ($/kWh)),Emissions (lb CO2e/kWh) from WattTime for 2020 - Civic Center @ SF,Demand Charge
2.00E-02,1.60E-02,0.960279762,14.71
1.73E-02,1.38E-02,0.958017857,14.71
1.63E-02,1.30E-02,0.975126667,14.71
2.43E-02,1.94E-02,1.007199405,14.71
1.95E-02,1.56E-02,1.05066369,14.71
2.53E-02,2.03E-02,1.039678571,14.71
2.46E-02,1.97E-02,1.015386905,14.71
9.50E-03,7.60E-03,0.931779762,14.71
8.49E-03,6.79E-03,0.600110119,14.71
-3.50E-04,-2.80E-04,0.553354167,14.71
4.21E-03,3.37E-03,0.465580357,14.71
-1.35E-03,-1.08E-03,0.435285714,14.71
-5.99E-03,-4.80E-03,0.366220238,14.71
-2.65E-04,-2.12E-04,0.348345238,14.71
-4.10E-04,-3.28E-04,0.343809524,14.71
-6.35E-03,-5.08E-03,0.365205357,14.71
-2.90E-03,-2.32E-03,0.494583333,14.71
8.23E-03,6.58E-03,0.798568452,14.71
4.19E-02,3.35E-02,0.951627976,14.71
3.23E-02,2.59E-02,0.989363095,14.71
4.26E-02,3.41E-02,1.011214286,14.71
2.17E-02,1.74E-02,0.996738095,14.71
2.04E-02,1.63E-02,0.992255952,14.71
1.91E-02,1.52E-02,0.992613095,14.71
2.26E-02,1.80E-02,0.965689744,14.71
1.72E-02,1.38E-02,0.957274359,14.71
2.06E-02,1.65E-02,0.97464359,14.71
2.76E-02,2.20E-02,1.005411538,14.71
1.82E-02,1.46E-02,1.053330769,14.71
1.35E-02,1.08E-02,1.017192308,14.71
2.44E-02,1.95E-02,1.015155128,14.71
1.04E-02,8.36E-03,0.921521795,14.71
2.70E-03,2.16E-03,0.638298718,14.71
3.41E-03,2.73E-03,0.590764103,14.71
2.99E-03,2.39E-03,0.565135897,14.71
1.48E-03,1.19E-03,0.537312821,14.71
9.64E-04,7.71E-04,0.4911,14.71
-1.05E-05,-8.41E-06,0.441157692,14.71
-9.09E-03,-7.27E-03,0.449216667,14.71
-1.07E-02,-8.59E-03,0.435075641,14.71
-1.13E-03,-9.00E-04,0.500337179,14.71
7.70E-03,6.16E-03,0.787830769,14.71
2.07E-02,1.66E-02,0.961879487,14.71
2.68E-02,2.15E-02,0.987634615,14.71
2.59E-02,2.07E-02,1.013223077,14.71
2.96E-02,2.37E-02,0.999396154,14.71
2.96E-02,2.37E-02,0.994083333,14.71
3.03E-02,2.43E-02,0.987382051,14.71
1.84E-02,1.47E-02,0.965689744,14.71
1.48E-02,1.18E-02,0.957274359,14.71
1.77E-02,1.42E-02,0.97464359,14.71
1.65E-02,1.32E-02,1.005411538,14.71
1.30E-02,1.04E-02,1.053330769,14.71
1.34E-02,1.07E-02,1.017192308,14.71
2.13E-02,1.71E-02,1.015155128,14.71
1.19E-02,9.54E-03,0.921521795,14.71
1.82E-02,1.46E-02,0.638298718,14.71
8.91E-03,7.12E-03,0.590764103,14.71
1.28E-02,1.02E-02,0.565135897,14.71
1.16E-02,9.32E-03,0.537312821,14.71
5.20E-03,4.16E-03,0.4911,14.71
5.20E-03,4.16E-03,0.441157692,14.71
5.22E-03,4.17E-03,0.449216667,14.71
-1.03E-05,-8.26E-06,0.435075641,14.71
-1.02E-05,-8.17E-06,0.500337179,14.71
8.57E-03,6.86E-03,0.787830769,14.71
1.96E-02,1.57E-02,0.961879487,14.71
2.11E-02,1.69E-02,0.987634615,14.71
2.01E-02,1.61E-02,1.013223077,14.71
2.03E-02,1.62E-02,0.999396154,14.71
1.76E-02,1.41E-02,0.994083333,14.71
2.68E-02,2.15E-02,0.987382051,14.71
1.87E-02,1.50E-02,0.962847436,14.71
2.06E-02,1.65E-02,0.94769359,14.71
1.87E-02,1.49E-02,0.955417949,14.71
1.61E-02,1.29E-02,0.99415641,14.71
1.47E-02,1.18E-02,1.008269231,14.71
1.43E-02,1.14E-02,1.038312821,14.71
1.86E-02,1.49E-02,1.017970513,14.71
1.36E-02,1.09E-02,0.612058974,14.71
5.76E-03,4.61E-03,0.326079487,14.71
4.61E-03,3.69E-03,0.294762821,14.71
-2.18E-03,-1.75E-03,0.221933333,14.71
-1.18E-03,-9.42E-04,0.231026923,14.71
-3.96E-04,-3.16E-04,0.20665641,14.71
-2.69E-03,-2.15E-03,0.231092308,14.71
-2.24E-03,-1.79E-03,0.193584615,14.71
-3.35E-03,-2.68E-03,0.241175641,14.71
-4.76E-03,-3.81E-03,0.257038462,14.71
5.18E-03,4.15E-03,0.366125641,14.71
2.12E-02,1.70E-02,0.752438462,14.71
2.48E-02,1.98E-02,0.925874359,14.71
2.93E-02,2.34E-02,0.971358974,14.71
3.06E-02,2.44E-02,0.962202564,14.71
2.81E-02,2.25E-02,0.966053846,14.71
2.80E-02,2.24E-02,0.969773077,14.71
2.24E-02,1.79E-02,0.962847436,14.71
2.26E-02,1.80E-02,0.94769359,14.71
1.80E-02,1.44E-02,0.955417949,14.71
1.69E-02,1.35E-02,0.99415641,14.71
1.43E-02,1.15E-02,1.008269231,14.71
1.65E-02,1.32E-02,1.038312821,14.71
1.93E-02,1.55E-02,1.017970513,14.71
1.23E-02,9.85E-03,0.612058974,14.71
6.32E-03,5.06E-03,0.326079487,14.71
6.18E-03,4.94E-03,0.294762821,14.71
5.02E-03,4.01E-03,0.221933333,14.71
7.19E-03,5.75E-03,0.231026923,14.71
3.44E-03,2.75E-03,0.20665641,14.71
5.67E-03,4.54E-03,0.231092308,14.71
-5.31E-04,-4.24E-04,0.193584615,14.71
3.42E-03,2.74E-03,0.241175641,14.71
3.49E-03,2.79E-03,0.257038462,14.71
6.09E-03,4.87E-03,0.366125641,14.71
1.90E-02,1.52E-02,0.752438462,14.71
2.26E-02,1.80E-02,0.925874359,14.71
2.13E-02,1.70E-02,0.971358974,14.71
1.85E-02,1.48E-02,0.962202564,14.71
2.13E-02,1.71E-02,0.966053846,14.71
1.84E-02,1.47E-02,0.969773077,14.71
1.92E-02,1.54E-02,0.962847436,14.71
1.51E-02,1.21E-02,0.94769359,14.71
1.43E-02,1.14E-02,0.955417949,14.71
1.23E-02,9.84E-03,0.99415641,14.71
1.42E-02,1.13E-02,1.008269231,14.71
1.71E-02,1.37E-02,1.038312821,14.71
2.02E-02,1.62E-02,1.017970513,14.71
5.53E-03,4.43E-03,0.612058974,14.71
7.67E-03,6.13E-03,0.326079487,14.71
7.78E-03,6.23E-03,0.294762821,14.71
-6.39E-04,-5.11E-04,0.221933333,14.71
3.51E-03,2.81E-03,0.231026923,14.71
3.17E-03,2.54E-03,0.20665641,14.71
-9.10E-04,-7.28E-04,0.231092308,14.71
-6.27E-04,-5.02E-04,0.193584615,14.71
2.04E-03,1.63E-03,0.241175641,14.71
2.72E-03,2.17E-03,0.257038462,14.71
3.76E-03,3.01E-03,0.366125641,14.71
2.28E-02,1.82E-02,0.752438462,14.71
2.96E-02,2.37E-02,0.925874359,14.71
3.25E-02,2.60E-02,0.971358974,14.71
2.48E-02,1.98E-02,0.962202564,14.71
2.63E-02,2.10E-02,0.966053846,14.71
2.27E-02,1.82E-02,0.969773077,14.71
1.94E-02,1.55E-02,0.962593333,14.71
2.84E-02,2.27E-02,0.943593333,14.71
1.95E-02,1.56E-02,0.950073333,14.71
1.47E-02,1.18E-02,0.96904,14.71
1.93E-02,1.54E-02,0.97332,14.71
2.16E-02,1.73E-02,1.035853333,14.71
2.21E-02,1.77E-02,0.953593333,14.71
7.64E-03,6.11E-03,0.420183333,14.71
5.38E-03,4.30E-03,0.15559,14.71
5.82E-03,4.66E-03,0.12897,14.71
6.89E-03,5.51E-03,0.108816667,14.71
6.39E-03,5.11E-03,0.09967,14.71
5.00E-03,4.00E-03,0.099243333,14.71
1.73E-03,1.38E-03,0.092,14.71
-1.10E-03,-8.83E-04,0.121993333,14.71
4.79E-03,3.83E-03,0.15149,14.71
4.03E-03,3.23E-03,0.1435,14.71
1.04E-02,8.36E-03,0.2819,14.71
2.95E-02,2.36E-02,0.73214,14.71
4.43E-02,3.55E-02,0.938383333,14.71
3.33E-02,2.66E-02,0.971236667,14.71
2.65E-02,2.12E-02,0.971213333,14.71
2.95E-02,2.36E-02,0.965576667,14.71
2.74E-02,2.19E-02,0.967123333,14.71
2.56E-02,2.05E-02,0.962593333,14.71
2.28E-02,1.82E-02,0.943593333,14.71
2.35E-02,1.88E-02,0.950073333,14.71
1.96E-02,1.57E-02,0.96904,14.71
1.67E-02,1.33E-02,0.97332,14.71
1.93E-02,1.55E-02,1.035853333,14.71
2.30E-02,1.84E-02,0.953593333,14.71
1.73E-02,1.39E-02,0.420183333,14.71
2.09E-02,1.67E-02,0.15559,14.71
3.02E-02,2.42E-02,0.12897,14.71
2.85E-02,2.28E-02,0.108816667,14.71
2.94E-02,2.36E-02,0.09967,14.71
2.08E-02,1.67E-02,0.099243333,14.71
1.85E-02,1.48E-02,0.092,14.71
2.83E-02,2.27E-02,0.121993333,14.71
1.73E-02,1.39E-02,0.15149,14.71
2.16E-02,1.73E-02,0.1435,14.71
2.35E-02,1.88E-02,0.2819,14.71
2.28E-02,1.82E-02,0.73214,14.71
2.35E-02,1.88E-02,0.938383333,14.71
2.24E-02,1.79E-02,0.971236667,14.71
2.75E-02,2.20E-02,0.971213333,14.71
2.27E-02,1.82E-02,0.965576667,14.71
1.91E-02,1.53E-02,0.967123333,14.71
2.24E-02,1.79E-02,0.962847436,14.71
2.48E-02,1.98E-02,0.94769359,14.71
2.16E-02,1.73E-02,0.955417949,14.71
2.66E-02,2.12E-02,0.99415641,14.71
1.91E-02,1.53E-02,1.008269231,14.71
2.13E-02,1.70E-02,1.038312821,14.71
2.51E-02,2.01E-02,1.017970513,14.71
2.18E-02,1.74E-02,0.612058974,14.71
2.26E-02,1.81E-02,0.326079487,14.71
2.31E-02,1.85E-02,0.294762821,14.71
1.89E-02,1.51E-02,0.221933333,14.71
2.14E-02,1.71E-02,0.231026923,14.71
1.95E-02,1.56E-02,0.20665641,14.71
1.56E-02,1.25E-02,0.231092308,14.71
1.38E-02,1.10E-02,0.193584615,14.71
1.83E-03,1.46E-03,0.241175641,14.71
1.22E-02,9.80E-03,0.257038462,14.71
1.51E-02,1.21E-02,0.366125641,14.71
1.83E-02,1.46E-02,0.752438462,14.71
2.40E-02,1.92E-02,0.925874359,14.71
1.97E-02,1.57E-02,0.971358974,14.71
1.87E-02,1.49E-02,0.962202564,14.71
2.00E-02,1.60E-02,0.966053846,14.71
2.45E-02,1.96E-02,0.969773077,14.71
2.05E-02,1.64E-02,0.962847436,14.71
1.93E-02,1.55E-02,0.94769359,14.71
1.94E-02,1.55E-02,0.955417949,14.71
1.93E-02,1.54E-02,0.99415641,14.71
1.65E-02,1.32E-02,1.008269231,14.71
2.03E-02,1.62E-02,1.038312821,14.71
2.74E-02,2.19E-02,1.017970513,14.71
1.89E-02,1.51E-02,0.612058974,14.71
1.01E-02,8.04E-03,0.326079487,14.71
-1.34E-04,-1.07E-04,0.294762821,14.71
3.76E-03,3.01E-03,0.221933333,14.71
-9.84E-06,-7.87E-06,0.231026923,14.71
9.78E-03,7.82E-03,0.20665641,14.71
2.59E-02,2.07E-02,0.231092308,14.71
2.37E-02,1.89E-02,0.193584615,14.71
1.85E-02,1.48E-02,0.241175641,14.71
1.60E-02,1.28E-02,0.257038462,14.71
1.86E-02,1.49E-02,0.366125641,14.71
2.01E-02,1.61E-02,0.752438462,14.71
2.06E-02,1.65E-02,0.925874359,14.71
2.78E-02,2.22E-02,0.971358974,14.71
3.33E-02,2.66E-02,0.962202564,14.71
2.54E-02,2.04E-02,0.966053846,14.71
2.56E-02,2.05E-02,0.969773077,14.71
2.44E-02,1.96E-02,0.962847436,14.71
2.58E-02,2.07E-02,0.94769359,14.71
2.41E-02,1.92E-02,0.955417949,14.71
2.07E-02,1.66E-02,0.99415641,14.71
2.19E-02,1.75E-02,1.008269231,14.71
2.42E-02,1.93E-02,1.038312821,14.71
2.96E-02,2.37E-02,1.017970513,14.71
2.96E-02,2.37E-02,0.612058974,14.71
3.10E-02,2.48E-02,0.326079487,14.71
2.76E-02,2.21E-02,0.294762821,14.71
2.24E-02,1.80E-02,0.221933333,14.71
1.52E-02,1.22E-02,0.231026923,14.71
2.02E-02,1.61E-02,0.20665641,14.71
1.99E-02,1.59E-02,0.231092308,14.71
1.63E-02,1.30E-02,0.193584615,14.71
1.87E-02,1.50E-02,0.241175641,14.71
2.49E-02,2.00E-02,0.257038462,14.71
2.87E-02,2.30E-02,0.366125641,14.71
2.45E-02,1.96E-02,0.752438462,14.71
3.21E-02,2.57E-02,0.925874359,14.71
3.64E-02,2.91E-02,0.971358974,14.71
3.09E-02,2.47E-02,0.962202564,14.71
3.03E-02,2.42E-02,0.966053846,14.71
2.58E-02,2.07E-02,0.969773077,14.71
2.62E-02,2.10E-02,0.962847436,14.71
2.66E-02,2.13E-02,0.94769359,14.71
2.95E-02,2.36E-02,0.955417949,14.71
2.85E-02,2.28E-02,0.99415641,14.71
2.01E-02,1.61E-02,1.008269231,14.71
2.24E-02,1.79E-02,1.038312821,14.71
2.53E-02,2.02E-02,1.017970513,14.71
3.00E-02,2.40E-02,0.612058974,14.71
3.05E-02,2.44E-02,0.326079487,14.71
3.59E-02,2.88E-02,0.294762821,14.71
2.58E-02,2.07E-02,0.221933333,14.71
2.45E-02,1.96E-02,0.231026923,14.71
2.61E-02,2.09E-02,0.20665641,14.71
3.02E-02,2.42E-02,0.231092308,14.71
2.54E-02,2.03E-02,0.193584615,14.71
2.30E-02,1.84E-02,0.241175641,14.71
2.04E-02,1.63E-02,0.257038462,14.71
2.25E-02,1.80E-02,0.366125641,14.71
2.42E-02,1.93E-02,0.752438462,14.71
3.02E-02,2.42E-02,0.925874359,14.71
3.29E-02,2.64E-02,0.971358974,14.71
2.87E-02,2.29E-02,0.962202564,14.71
2.69E-02,2.15E-02,0.966053846,14.71
2.86E-02,2.29E-02,0.969773077,14.71
2.75E-02,2.20E-02,0.962847436,14.71
2.61E-02,2.09E-02,0.94769359,14.71
2.28E-02,1.82E-02,0.955417949,14.71
2.41E-02,1.93E-02,0.99415641,14.71
2.19E-02,1.75E-02,1.008269231,14.71
2.12E-02,1.69E-02,1.038312821,14.71
2.67E-02,2.14E-02,1.017970513,14.71
2.49E-02,1.99E-02,0.612058974,14.71
2.36E-02,1.89E-02,0.326079487,14.71
1.57E-02,1.25E-02,0.294762821,14.71
1.98E-02,1.59E-02,0.221933333,14.71
2.02E-02,1.62E-02,0.231026923,14.71
1.30E-02,1.04E-02,0.20665641,14.71
2.07E-02,1.66E-02,0.231092308,14.71
1.27E-02,1.02E-02,0.193584615,14.71
3.24E-03,2.59E-03,0.241175641,14.71
1.48E-02,1.19E-02,0.257038462,14.71
1.88E-02,1.51E-02,0.366125641,14.71
2.34E-02,1.87E-02,0.752438462,14.71
2.63E-02,2.10E-02,0.925874359,14.71
2.47E-02,1.98E-02,0.971358974,14.71
2.52E-02,2.02E-02,0.962202564,14.71
2.53E-02,2.03E-02,0.966053846,14.71
1.67E-02,1.34E-02,0.969773077,14.71
1.63E-02,1.30E-02,0.962593333,14.71
1.15E-02,9.23E-03,0.943593333,14.71
1.12E-02,8.96E-03,0.950073333,14.71
1.66E-02,1.33E-02,0.96904,14.71
1.99E-02,1.59E-02,0.97332,14.71
2.18E-02,1.74E-02,1.035853333,14.71
2.11E-02,1.68E-02,0.953593333,14.71
9.61E-03,7.69E-03,0.420183333,14.71
8.66E-03,6.93E-03,0.15559,14.71
2.96E-03,2.37E-03,0.12897,14.71
4.99E-03,3.99E-03,0.108816667,14.71
2.99E-03,2.39E-03,0.09967,14.71
7.63E-04,6.10E-04,0.099243333,14.71
-9.50E-04,-7.60E-04,0.092,14.71
-1.04E-02,-8.33E-03,0.121993333,14.71
-1.13E-02,-9.06E-03,0.15149,14.71
-7.54E-03,-6.03E-03,0.1435,14.71
9.40E-03,7.52E-03,0.2819,14.71
1.64E-02,1.31E-02,0.73214,14.71
2.75E-02,2.20E-02,0.938383333,14.71
2.21E-02,1.76E-02,0.971236667,14.71
2.49E-02,1.99E-02,0.971213333,14.71
1.82E-02,1.45E-02,0.965576667,14.71
1.86E-02,1.49E-02,0.967123333,14.71
1.94E-02,1.56E-02,0.962593333,14.71
2.02E-02,1.62E-02,0.943593333,14.71
1.89E-02,1.51E-02,0.950073333,14.71
1.82E-02,1.46E-02,0.96904,14.71
1.79E-02,1.43E-02,0.97332,14.71
2.08E-02,1.66E-02,1.035853333,14.71
2.34E-02,1.87E-02,0.953593333,14.71
7.00E-03,5.60E-03,0.420183333,14.71
2.99E-03,2.39E-03,0.15559,14.71
7.74E-03,6.19E-03,0.12897,14.71
3.35E-03,2.68E-03,0.108816667,14.71
1.40E-02,1.12E-02,0.09967,14.71
6.45E-03,5.16E-03,0.099243333,14.71
3.05E-03,2.44E-03,0.092,14.71
-3.98E-04,-3.18E-04,0.121993333,14.71
6.98E-04,5.59E-04,0.15149,14.71
6.76E-03,5.41E-03,0.1435,14.71
1.61E-02,1.29E-02,0.2819,14.71
2.35E-02,1.88E-02,0.73214,14.71
2.95E-02,2.36E-02,0.938383333,14.71
3.16E-02,2.53E-02,0.971236667,14.71
3.16E-02,2.53E-02,0.971213333,14.71
2.87E-02,2.30E-02,0.965576667,14.71
2.70E-02,2.16E-02,0.967123333,14.71
2.55E-02,2.04E-02,0.962847436,14.71
1.88E-02,1.50E-02,0.94769359,14.71
1.59E-02,1.27E-02,0.955417949,14.71
1.63E-02,1.30E-02,0.99415641,14.71
1.56E-02,1.25E-02,1.008269231,14.71
2.52E-02,2.01E-02,1.038312821,14.71
2.57E-02,2.06E-02,1.017970513,14.71
8.55E-03,6.84E-03,0.612058974,14.71
1.02E-02,8.20E-03,0.326079487,14.71
6.25E-03,5.00E-03,0.294762821,14.71
1.59E-03,1.27E-03,0.221933333,14.71
3.26E-03,2.61E-03,0.231026923,14.71
8.34E-03,6.67E-03,0.20665641,14.71
1.23E-02,9.84E-03,0.231092308,14.71
-8.81E-05,-7.05E-05,0.193584615,14.71
-9.11E-05,-7.29E-05,0.241175641,14.71
9.84E-03,7.87E-03,0.257038462,14.71
1.47E-02,1.18E-02,0.366125641,14.71
2.25E-02,1.80E-02,0.752438462,14.71
2.69E-02,2.15E-02,0.925874359,14.71
2.21E-02,1.77E-02,0.971358974,14.71
2.33E-02,1.87E-02,0.962202564,14.71
1.90E-02,1.52E-02,0.966053846,14.71
1.48E-02,1.19E-02,0.969773077,14.71
1.58E-02,1.26E-02,0.962847436,14.71
2.18E-02,1.74E-02,0.94769359,14.71
2.25E-02,1.80E-02,0.955417949,14.71
2.27E-02,1.82E-02,0.99415641,14.71
1.85E-02,1.48E-02,1.008269231,14.71
2.21E-02,1.76E-02,1.038312821,14.71
2.09E-02,1.67E-02,1.017970513,14.71
3.43E-03,2.74E-03,0.612058974,14.71
-8.85E-05,-7.08E-05,0.326079487,14.71
-9.25E-05,-7.40E-05,0.294762821,14.71
-9.25E-05,-7.40E-05,0.221933333,14.71
-9.29E-05,-7.43E-05,0.231026923,14.71
-9.26E-05,-7.40E-05,0.20665641,14.71
-9.26E-05,-7.41E-05,0.231092308,14.71
-9.24E-05,-7.39E-05,0.193584615,14.71
-8.86E-05,-7.08E-05,0.241175641,14.71
-9.24E-05,-7.39E-05,0.257038462,14.71
9.38E-03,7.51E-03,0.366125641,14.71
2.25E-02,1.80E-02,0.752438462,14.71
2.77E-02,2.22E-02,0.925874359,14.71
2.87E-02,2.30E-02,0.971358974,14.71
2.17E-02,1.74E-02,0.962202564,14.71
2.02E-02,1.61E-02,0.966053846,14.71
1.90E-02,1.52E-02,0.969773077,14.71
2.03E-02,1.63E-02,0.962847436,14.71
1.79E-02,1.43E-02,0.94769359,14.71
1.56E-02,1.25E-02,0.955417949,14.71
1.65E-02,1.32E-02,0.99415641,14.71
1.68E-02,1.34E-02,1.008269231,14.71
1.87E-02,1.50E-02,1.038312821,14.71
1.78E-02,1.42E-02,1.017970513,14.71
2.95E-03,2.36E-03,0.612058974,14.71
7.60E-03,6.08E-03,0.326079487,14.71
7.06E-03,5.65E-03,0.294762821,14.71
6.59E-03,5.28E-03,0.221933333,14.71
6.46E-03,5.17E-03,0.231026923,14.71
2.23E-03,1.78E-03,0.20665641,14.71
1.63E-03,1.30E-03,0.231092308,14.71
1.20E-03,9.60E-04,0.193584615,14.71
2.80E-03,2.24E-03,0.241175641,14.71
3.06E-03,2.45E-03,0.257038462,14.71
9.07E-03,7.26E-03,0.366125641,14.71
2.12E-02,1.70E-02,0.752438462,14.71
2.62E-02,2.10E-02,0.925874359,14.71
2.93E-02,2.34E-02,0.971358974,14.71
2.19E-02,1.76E-02,0.962202564,14.71
1.97E-02,1.58E-02,0.966053846,14.71
2.02E-02,1.61E-02,0.969773077,14.71
1.94E-02,1.55E-02,0.962847436,14.71
1.70E-02,1.36E-02,0.94769359,14.71
1.61E-02,1.29E-02,0.955417949,14.71
1.82E-02,1.46E-02,0.99415641,14.71
1.82E-02,1.45E-02,1.008269231,14.71
2.38E-02,1.90E-02,1.038312821,14.71
2.12E-02,1.70E-02,1.017970513,14.71
1.16E-02,9.31E-03,0.612058974,14.71
3.41E-03,2.73E-03,0.326079487,14.71
7.60E-03,6.08E-03,0.294762821,14.71
5.46E-03,4.37E-03,0.221933333,14.71
5.36E-03,4.29E-03,0.231026923,14.71
9.68E-04,7.74E-04,0.20665641,14.71
1.79E-03,1.43E-03,0.231092308,14.71
1.72E-03,1.38E-03,0.193584615,14.71
2.49E-03,1.99E-03,0.241175641,14.71
8.34E-03,6.67E-03,0.257038462,14.71
1.49E-02,1.19E-02,0.366125641,14.71
2.28E-02,1.82E-02,0.752438462,14.71
2.41E-02,1.93E-02,0.925874359,14.71
2.48E-02,1.99E-02,0.971358974,14.71
2.26E-02,1.81E-02,0.962202564,14.71
1.97E-02,1.58E-02,0.966053846,14.71
1.53E-02,1.22E-02,0.969773077,14.71
1.67E-02,1.33E-02,0.962847436,14.71
1.49E-02,1.19E-02,0.94769359,14.71
1.90E-02,1.52E-02,0.955417949,14.71
1.64E-02,1.31E-02,0.99415641,14.71
1.60E-02,1.28E-02,1.008269231,14.71
1.59E-02,1.27E-02,1.038312821,14.71
2.42E-02,1.94E-02,1.017970513,14.71
1.70E-02,1.36E-02,0.612058974,14.71
1.80E-02,1.44E-02,0.326079487,14.71
1.99E-02,1.60E-02,0.294762821,14.71
1.14E-02,9.15E-03,0.221933333,14.71
1.23E-02,9.81E-03,0.231026923,14.71
1.13E-02,9.04E-03,0.20665641,14.71
-1.00E-05,-8.03E-06,0.231092308,14.71
6.80E-03,5.44E-03,0.193584615,14.71
1.41E-02,1.13E-02,0.241175641,14.71
1.22E-02,9.80E-03,0.257038462,14.71
2.49E-02,1.99E-02,0.366125641,14.71
2.74E-02,2.19E-02,0.752438462,14.71
2.06E-02,1.65E-02,0.925874359,14.71
1.96E-02,1.57E-02,0.971358974,14.71
2.02E-02,1.62E-02,0.962202564,14.71
2.00E-02,1.60E-02,0.966053846,14.71
2.03E-02,1.62E-02,0.969773077,14.71
2.43E-02,1.95E-02,0.962593333,14.71
2.40E-02,1.92E-02,0.943593333,14.71
1.87E-02,1.50E-02,0.950073333,14.71
1.87E-02,1.50E-02,0.96904,14.71
1.71E-02,1.36E-02,0.97332,14.71
2.96E-02,2.36E-02,1.035853333,14.71
2.17E-02,1.73E-02,0.953593333,14.71
2.47E-02,1.98E-02,0.420183333,14.71
1.34E-02,1.07E-02,0.15559,14.71
1.13E-02,9.04E-03,0.12897,14.71
5.99E-03,4.79E-03,0.108816667,14.71
-1.01E-05,-8.05E-06,0.09967,14.71
8.21E-03,6.57E-03,0.099243333,14.71
-1.04E-05,-8.28E-06,0.092,14.71
-1.03E-05,-8.22E-06,0.121993333,14.71
-1.14E-06,-9.14E-07,0.15149,14.71
0.00E+00,0.00E+00,0.1435,14.71
1.57E-02,1.25E-02,0.2819,14.71
1.43E-02,1.14E-02,0.73214,14.71
2.50E-02,2.00E-02,0.938383333,14.71
3.48E-02,2.79E-02,0.971236667,14.71
2.38E-02,1.90E-02,0.971213333,14.71
1.86E-02,1.49E-02,0.965576667,14.71
1.74E-02,1.39E-02,0.967123333,14.71
1.33E-02,1.07E-02,0.962593333,14.71
1.76E-02,1.41E-02,0.943593333,14.71
2.41E-02,1.93E-02,0.950073333,14.71
2.40E-02,1.92E-02,0.96904,14.71
1.44E-02,1.16E-02,0.97332,14.71
2.08E-02,1.66E-02,1.035853333,14.71
1.41E-02,1.13E-02,0.953593333,14.71
-1.04E-05,-8.30E-06,0.420183333,14.71
4.50E-03,3.60E-03,0.15559,14.71
4.90E-03,3.92E-03,0.12897,14.71
1.48E-03,1.18E-03,0.108816667,14.71
4.87E-03,3.90E-03,0.09967,14.71
3.77E-03,3.01E-03,0.099243333,14.71
-6.03E-03,-4.82E-03,0.092,14.71
-7.34E-03,-5.87E-03,0.121993333,14.71
-9.81E-06,-7.85E-06,0.15149,14.71
4.82E-03,3.86E-03,0.1435,14.71
1.02E-02,8.20E-03,0.2819,14.71
2.02E-02,1.62E-02,0.73214,14.71
2.24E-02,1.79E-02,0.938383333,14.71
2.06E-02,1.65E-02,0.971236667,14.71
2.05E-02,1.64E-02,0.971213333,14.71
1.70E-02,1.36E-02,0.965576667,14.71
1.56E-02,1.24E-02,0.967123333,14.71
1.91E-02,1.53E-02,0.962847436,14.71
1.81E-02,1.44E-02,0.94769359,14.71
1.73E-02,1.38E-02,0.955417949,14.71
1.73E-02,1.39E-02,0.99415641,14.71
1.53E-02,1.22E-02,1.008269231,14.71
1.54E-02,1.23E-02,1.038312821,14.71
1.99E-02,1.59E-02,1.017970513,14.71
2.33E-02,1.87E-02,0.612058974,14.71
2.66E-02,2.13E-02,0.326079487,14.71
2.62E-02,2.09E-02,0.294762821,14.71
1.32E-02,1.06E-02,0.221933333,14.71
9.82E-03,7.86E-03,0.231026923,14.71
1.24E-02,9.94E-03,0.20665641,14.71
1.47E-02,1.17E-02,0.231092308,14.71
2.87E-02,2.30E-02,0.193584615,14.71
1.22E-03,9.80E-04,0.241175641,14.71
7.17E-03,5.74E-03,0.257038462,14.71
1.29E-02,1.03E-02,0.366125641,14.71
1.48E-02,1.18E-02,0.752438462,14.71
1.91E-02,1.53E-02,0.925874359,14.71
2.09E-02,1.67E-02,0.971358974,14.71
1.59E-02,1.28E-02,0.962202564,14.71
1.46E-02,1.17E-02,0.966053846,14.71
2.05E-02,1.64E-02,0.969773077,14.71
1.92E-02,1.53E-02,0.962847436,14.71
1.25E-02,1.00E-02,0.94769359,14.71
1.29E-02,1.04E-02,0.955417949,14.71
1.03E-02,8.21E-03,0.99415641,14.71
1.03E-02,8.28E-03,1.008269231,14.71
1.53E-02,1.22E-02,1.038312821,14.71
1.27E-02,1.01E-02,1.017970513,14.71
1.16E-02,9.32E-03,0.612058974,14.71
6.81E-04,5.45E-04,0.326079487,14.71
1.90E-04,1.52E-04,0.294762821,14.71
-7.97E-04,-6.38E-04,0.221933333,14.71
-2.51E-04,-2.01E-04,0.231026923,14.71
2.40E-03,1.92E-03,0.20665641,14.71
-1.03E-05,-8.27E-06,0.231092308,14.71
2.38E-03,1.91E-03,0.193584615,14.71
-4.85E-06,-3.88E-06,0.241175641,14.71
4.36E-03,3.49E-03,0.257038462,14.71
3.56E-03,2.85E-03,0.366125641,14.71
2.58E-02,2.06E-02,0.752438462,14.71
4.16E-02,3.32E-02,0.925874359,14.71
2.23E-02,1.78E-02,0.971358974,14.71
3.63E-02,2.90E-02,0.962202564,14.71
2.73E-02,2.18E-02,0.966053846,14.71
6.42E-02,5.14E-02,0.969773077,14.71
6.42E-02,5.14E-02,0.962847436,14.71
